Ticker,Name,Exchange,categoryName,categoryNr
0K96.L,ENCE Energia y Celulosa SA,LSE,,0
C9E.SG,"China Ceramics Co., Ltd.",STU,,0
7KT.DE,KTG Agrar SE,GER,Food - Major Diversified,340
MYC.F,POCKET CARD,FRA,,0
CWC.AX,China Waste Corporation Limited,ASX,Waste Management,637
4DX.F,DX (GROUP),FRA,,0
JOC.V,Tenth Avenue Petroleum Corp.,VAN,Independent Oil & Gas,121
TUIFY,TUI AG,PNK,,0
TUIFF,TUI AG,PNK,,0
KOM1.SG,KOMATSU,STU,Farm & Construction Machinery,620
NPBC,National Penn Bancshares Inc.,NMS,,0
ORT.SG,ORCO PROPERTY GROUP,STU,,0
CO9.BE,CHINA OILFIELD -H-,BER,Oil & Gas Equipment & Services,124
AWSL,"Atlantic Wind & Solar, Inc.",PNK,,0
VND.L,Ventus VCT 2 D Ord,LSE,,0
NVHO11.SA,FII NOVOHORICI,SAO,,0
MX9.F,MISONIX,FRA,Medical Appliances & Equipment,521
VN3A.F,LEXAM VG GOLD,FRA,,0
FSNN,"Fusion Telecommunications International, Inc.",NCM,Wireless Communications,840
AGM-PB,Federal Agricultural Mortgage C,NYQ,,0
FCAP,First Capital Inc.,NCM,Savings & Loans,419
718125.TWO,KGI SECURITIES(TW) C/W 01/10/15,TWO,,0
ETNTY,Eternit S.A.,PNK,,0
MERS.QA,Almeera Consumer Goods Company Q.S.C.,DOH,,0
PXLW,"Pixelworks, Inc.",NGM,Semiconductor - Integrated Circuits,833
PEDH,"Peoples Educational Holdings, Inc.",PNK,Publishing - Books,729
E90.SI,"China Sky Chemical Fibre Co.,  Ltd.",SES,Textile Industrial,628
FCAM,Fiat Chrysler Automobiles N.V. ,NYQ,,0
DRCN.TA,U. Dori Construction Ltd.,TLV,,0
ORY.MC,ORYZON GENOMICS,MCE,,0
ODDB.DU,ATRIUM EURO REAL ,DUS,,0
WPP.HM,WORLDPAY GROUP,HAM,,0
BNS-PQ.TO,The Bank of Nova Scotia,TOR,Money Center Banks,410
GOKUL-BE.NS,GOKUL REFOILS & SO INR2,NSI,,0
71919P.TWO,YUANTA SECURITIES P/W 02/11/15(,TWO,,0
SVW.AX,Seven Group Holdings Limited,ASX,Conglomerates,210
SNSY3F.SA,SANSUY      ON,SAO,,0
BACHY,Bank of China Limited,PNK,,0
COB.L,Cobham plc,LSE,Aerospace/Defense - Major Diversified,610
BTFL,"Monarch America, Inc.",PNK,Conglomerates,210
IMO.TO,Imperial Oil Ltd.,TOR,Major Integrated Oil & Gas,120
3331.HK,Vinda International Holdings Limited,HKG,Paper & Paper Products,324
UZA.F,FLUGHAFEN ZUERICH N,FRA,"Air Services, Other",772
VTNR,"Vertex Energy, Inc.",NCM,Waste Management,637
8303.KL,Kuantan Flour Mills Bhd,KLS,,0
E5F.MU,XL AXIATA,MUN,Wireless Communications,840
MTS1.BE,MITSUI & CO,BER,Independent Oil & Gas,121
GUYD.PA,Guy Degrenne S.A.,PAR,Personal Products,323
QGJ.BE,EVERCORE PARTNERS-A,BER,,0
HNM.BE,ORMAT TECHNOLOGIES,BER,Diversified Utilities,913
530022.KS,Samsung US Mid & Small Cap Valu,KSC,,0
DPSGY,Deutsche Post AG,PNK,,0
OKUMF,OKUMA CORPORATION,PNK,,0
BCLYF,Barclays PLC,PNK,,0
FJZ.DU,ZIJIN MINING -H-,DUS,Industrial Metals & Minerals,133
AGK.L,Aggreko plc,LSE,Business Services,760
DSL-UN.TO,DOUBLELINE INCOME SOLUTIONS TRU,TOR,,0
OVAS,"OvaScience, Inc.",NGM,Biotechnology,515
5126.KL,Sarawak Oil Palms Bhd,KLS,,0
AOA.MU,SASOL,MUN,,0
VOCN.AX,Vocus Communications Limited,ASX,,0
DUB1.F,DRDGOLD,FRA,Gold,134
WKL.AS,WOLTERS KLUWER,AMS,,0
SQNC.L,SQN ASS FIN GBP-C-,LSE,,0
ZWY.BE,BANDERA GOLD,BER,Industrial Metals & Minerals,133
WWBP,Worldwide Biotech & Pharmaceutical Company,PNK,,0
BZDLF,Kincora Copper Limited,PNK,,0
RAF.AX,Raffles Capital Limited,ASX,,0
RYWHF,ROYAL WOLF HLDGS LTD,PNK,,0
HBC.TO,Hudson's Bay Company,TOR,Department Stores,731
VEOEF,Veolia Environnement S.A.,PNK,,0
SMTUF,Sumitomo Rubber Industries Ltd.,PNK,,0
NAME,"Rightside Group, Ltd.",NMS,Internet Information Providers,851
UFTFGR12PX-MF.NS,UTI MUTUAL FUND FTI XII-X 1096D,NSI,,0
GEMD.L,Gem Diamonds Limited,LSE,Industrial Metals & Minerals,133
BDMS,Birner Dental Management Services Inc.,PNK,Business Services,760
QQQX,Nuveen Nasdaq 100 Dynamic Overwrite Fund,NMS,,0
OILX,UBS ETRACS S&P; GSCI Crd OilTtl Rt ETN,PCX,,0
VEOEY,Veolia Environnement S.A.,PNK,,0
IBG.AX,Ironbark Zinc Ltd.,ASX,Gold,134
HWD.TO,Hardwoods Distribution Inc.,TOR,Industrial Equipment Wholesale,752
KBU.F,COLONIA REAL ESTATE,FRA,Real Estate Development,449
WHL.MU,WHEELOCK & CO,MUN,Real Estate Development,449
TME.V,Temex Resources Corp.,VAN,,0
SPF.V,Silver Pursuit Resources Ltd.,VAN,Residential Construction,630
VCV.V,Vatic Ventures Corp.,VAN,Closed-End Fund - Debt,425
TUES,Tuesday Morning Corporation,NMS,"Discount, Variety Stores",732
TB34.QA,QA CB Tbill 273D Mar16,DOH,,0
VCV.F,VICOR,FRA,Diversified Electronics,836
SCEXF,Saracen Mineral Holdings Limited,PNK,,0
DQ,Daqo New Energy Corp.,NYQ,Semiconductor Equipment & Materials,834
V7I.SG,,,,0
CROS.L,Crossrider Plc,LSE,Internet Information Providers,851
VHY.SG,VISHAY INTERTECHNOL,STU,Semiconductor - Broad Line,830
RBPAB,Royal Bancshares of Pennsylvania Inc.,PNK,,0
RBPAA,Royal Bancshares of Pennsylvania Inc.,NGM,Regional - Northeast Banks,411
1466-OL.HK,MAN SANG JEWEL,HKG,,0
OPSSF,Opsens Inc.,PNK,,0
TEKB.DU,TECK RESOURCES-B,DUS,Industrial Metals & Minerals,133
NI9.DU,NIPPON SHEET GLASS,DUS,General Building Materials,634
FERR.BA,Ferrum Sociedad Anonima de Ceramica y Metalurgia,BUE,General Building Materials,634
KRSL,Kreisler Manufacturing Corp.,PNK,,0
KIT.OL,Kitron ASA,OSL,Diversified Electronics,836
GIB-A.TO,CGI Group Inc.,TOR,Information Technology Services,824
HMHC,Houghton Mifflin Harcourt Company,NMS,Education & Training Services,766
NZE.F,ZEON ,FRA,Rubber & Plastics,322
ALLE,Allegion Plc,NYQ,Security & Protection Services,765
HCAP,Harvest Capital Credit Corporation,NGM,,0
ALLB,Alliance Bancorp Inc of Pennsylvania,NGM,,0
KHODAY.BO,Khoday India Limited,BSE,Beverages - Wineries & Distillers,347
ALLN,Allin Corporation,PNK,,0
ALLM,"Alliance Bioenergy Plus, Inc.",PNK,Conglomerates,210
WENDT.NS,Wendt (India) Limited,NSI,Machine Tools & Accessories,624
ALLT,Allot Communications Ltd.,NMS,Communication Equipment,841
HCAC,Hennessy Capital Acquisition Corp. II,NCM,Conglomerates,210
FO.V,Falcon Oil & Gas Ltd.,VAN,Independent Oil & Gas,121
WFK.F,WORLD FUEL SERVICES,FRA,Oil & Gas Refining & Marketing,122
MCVT,"Mill City Ventures III, Ltd.",OBB,,0
D65.SG,Disco Corporation,STU,,0
JTS.BK,Jasmine Telecom Systems Public Company Limited,SET,,0
C1O.SG,COBALT INTL ENERGY,STU,Independent Oil & Gas,121
VRCV,"Varca Ventures, Inc.",PNK,Industrial Metals & Minerals,133
HUSQ-B.ST,Husqvarna AB (publ),STO,Machine Tools & Accessories,624
6161.TWO,JETWAY INFORMATION TWD10,TWO,,0
6ZY.SG,"Zynerba Pharmaceuticals, Inc.",STU,,0
CCNE,CNB Financial Corp.,NMS,Regional - Northeast Banks,411
Z85.SG,AUSTEVOLL SEAFOOD,STU,Food - Major Diversified,340
TB36.QA,QA CB TBill 182D 05Jan16,DOH,,0
BAC-PE,Bank of America Corporation Dep,NYQ,,0
MEOD.SG,METRO AG,STU,,0
QNST,"QuinStreet, Inc.",NMS,Internet Software & Services,852
DIIEF,DAIEI INC,PNK,,0
LBS.TO,Life & Banc Split Corp.,TOR,,0
YB1.BE,YOUBISHENG  G P,BER,Paper & Paper Products,324
AUNB,Americas United Bank,PNK,Regional - Pacific Banks,416
OIBR3.SA,Oi S.A.,SAO,Wireless Communications,840
QFB.SG,,,,0
JMP,JMP Group LLC,NYQ,Investment Brokerage - National,420
INVT,"Inventergy Global, Inc.",NCM,Telecom Services - Domestic,844
KLIB,Killbuck Bancshares Inc.,PNK,Regional - Midwest Banks,414
KLIC,"Kulicke and Soffa Industries, Inc.",NMS,Semiconductor Equipment & Materials,834
JMT,Nuveen Mortgage Opportunity Term Fund 2,NYQ,,0
KGL.V,Kilo Goldmines Ltd.,VAN,Gold,134
INVN,"InvenSense, Inc.",NYQ,Semiconductor - Integrated Circuits,833
JMI,JAVELIN Mortgage Investment Corp.,NYQ,,0
JMM,Nuveen Multi-Market Income Fund,NYQ,,0
INVE,"Identiv, Inc.",NCM,Computer Peripherals,815
ETV-H.V,EVERMOUNT VENTURES INC,VAN,,0
JMF,Nuveen Energy MLP Total Return Fund,NYQ,,0
JMG,"Journal Media Group, Inc.",PCX,,0
INVA,"Innoviva, Inc.",NMS,Application Software,821
BLNX.L,RhythmOne plc,,Internet Information Providers,851
WBC.SG,WESTPAC BANKING,STU,Money Center Banks,410
JISLJALEQS.BO,JAIN IRRIGATION SYSTEMS LTD.,BSE,,0
XSK.BE,SANKEN ELECTRIC,BER,Semiconductor - Broad Line,830
1421.HK,Kingbo Strike Limited,HKG,,0
OGD.TO,"Orbit Garant Drilling, Inc.",TOR,Industrial Metals & Minerals,133
CMXC,Cell MedX Corp.,OBB,Conglomerates,210
PA.L,PARTNERSHIP,LSE,,0
TYI.BE,TYCO INTERNAT,BER,,0
ACAD,ACADIA Pharmaceuticals Inc.,NMS,Biotechnology,515
JECC.JK,JEMBO CABLE IDR500,JKT,,0
SUN,Sunoco LP,NYQ,Oil & Gas Refining & Marketing,122
SUM,"Summit Materials, Inc.",NYQ,General Building Materials,634
ZEUS,Olympic Steel Inc.,NMS,Steel & Iron,130
SUI,Sun Communities Inc.,NYQ,REIT - Residential,445
VNDSL,"Fantex, Inc.",PNK,,0
ACAT,Arctic Cat Inc.,NMS,Recreational Vehicles,332
ACAS,"American Capital, Ltd.",NMS,Asset Management,422
ACAR,"ActiveCare, Inc.",PNK,Medical Appliances & Equipment,521
QR9.SI,CIMB APAC Div S$D,SES,,0
SUP,"Superior Industries International, Inc.",NYQ,Auto Parts,333
PLT.DU,Altrad Plettac,DUS,,0
5906.TW,"Tainan Enterprise (Cayman) Co., Limited",TAI,,0
SSZZF,SSP Offshore Inc.,PNK,,0
ATTU,"Attunity, Ltd.",NCM,Technical & System Software,822
CSRA-WI,,,,0
VOW5.SG,VOLKSWAGEN SP ADR,STU,Auto Manufacturers - Major,330
GLIF.L,GLI Finance Limited,LSE,Asset Management,422
ATTO,Atento S.A.,NYQ,Business Services,760
QUC.F,QUAKER CHEMIC.,FRA,Specialty Chemicals,113
WORK-R.BK,Workpoint Entertainment Public Company Limited,SET,,0
CE.V,"Canada Energy Partners, Inc.",VAN,Independent Oil & Gas,121
HWCC,Houston Wire & Cable Company,NMS,Industrial Equipment Wholesale,752
RENN,Renren Inc.,NYQ,Internet Software & Services,852
RENS,ASPA Gold Corp.,PNK,Industrial Metals & Minerals,133
LUCE.ST,Lucent Oil AB,STO,,0
RENT,Rentrak Corporation,NMS,,0
BRA.V,Canex Energy Corp.,VAN,Industrial Metals & Minerals,133
RENX,RELX NV,NYQ,,0
M04.BE,MGM CHINA HLDGS,BER,,0
DQJCY,"Don Quijote Holdings Co., Ltd.",PNK,,0
GRM.DE,"General Mills, Inc.",GER,Food - Major Diversified,340
2283@BN.KL,ZELAN BHD,KLS,,0
WYNRA.NZ,Wynyard Group Limited WYNRA Rig,NZE,,0
POTG,Portage Resources Inc.,PNK,,0
DQJCF,DON QUIJOTE CO LTD,PNK,,0
721581.TWO,,,,0
BVXVW,BiondVax Pharmaceuticals Ltd.,NCM,,0
WUG.F,WESTAG & GETALIT,FRA,Home Furnishings & Fixtures,311
JHS.BO,JHS Svendgaard Laboratories Ltd.,BSE,Personal Products,323
YKBNK.IS,Yapi Ve Kredi Bankasi AS,IST,,0
W8R.BE,CHANGAN MINSHENG-H-,BER,,0
VC8.DE,,,,0
SSFN,Stewardship Financial Corp.,NCM,Regional - Northeast Banks,411
RVTI,Rival Technologies Inc.,PNK,,0
XBLA.MU,BKK LIFE ASSUR NVDR,MUN,,0
2342.HK,Comba Telecom Systems Holdings Ltd.,HKG,Wireless Communications,840
SGZA,Selective Insurance Group Inc.,NYQ,,0
RWI.CN,River Wild Exploration Inc.,CNQ,,0
1803.HK,Beijing Sports and Entertainment Industry Group Limited,HKG,,0
KELYB,"Kelly Services, Inc.",NMS,,0
BSBRN.MX,Banco Santander (Brasil) S.A.,MEX,Money Center Banks,410
OCU.MU,OKINAWA CELLULAR,MUN,,0
KYTH,"Kythera Biopharmaceuticals, Inc.",NMS,,0
BMQCF,BANK MONTREAL QUE,PNK,,0
6GX.BE,NEVADA ZINC,BER,,0
TGATF,TONGAAT-HULETT LTD,PNK,,0
NDSN,Nordson Corporation,NMS,Diversified Machinery,622
LTRE,Learning Tree International Inc.,PNK,Education & Training Services,766
PFV.SG,PFEIFFER VACU TECH,STU,Diversified Machinery,622
LTRX,"Lantronix, Inc.",NCM,Networking & Communication Devices,814
RIC1.HA,RICOH,HAN,Business Equipment,313
NWX.F,NORDWEST HANDEL,FRA,Industrial Equipment Wholesale,752
QAN.DU,QANTAS AIRWAYS,DUS,Major Airlines,770
NOC.BE,NORTHAM PLATINUM,BER,Industrial Metals & Minerals,133
LHO,LaSalle Hotel Properties,NYQ,REIT - Hotel/Motel,443
1230.HK,Yashili International Holdings Limited,HKG,Food - Major Diversified,340
SMGY,"Smart Energy Solutions, Inc.",PNK,,0
0987.HK,China Renewable Energy Investment Limited,HKG,Electric Utilities,911
IFNY,Infinity Energy Resources Inc.,PNK,,0
721924.TWO,YUANTA SECURITIES C/W 02/06/16(,TWO,,0
SMGI,SMG Indium Resources Ltd.,PNK,Industrial Metals & Minerals,133
FDN.F,ENERSYS,FRA,Diversified Electronics,836
INL.DE,Intel Corporation,GER,Semiconductor - Broad Line,830
CVLD.F,VALE SP HDR,FRA,,0
BMZ.MU,BML,MUN,,0
LY1.SG,LION ONE METALS,STU,,0
U9G.BE,US GEOTHERMAL,BER,Diversified Utilities,913
NESV,"National Energy Services, Inc.",PNK,,0
NESW,"New England Service Company, Inc.",PNK,,0
OXFD,Oxford Immunotec Global PLC,NGM,Diagnostic Substances,516
DGTW,"DigitalTown, Inc.",PNK,Business Services,760
HWATY,HTL INTL HLDGS ADR,PNK,,0
3393-OL.HK,WASION GROUP,HKG,,0
NESC,"Nuverra Environmental Solutions, Inc.",PNK,,0
ECCA,Eagle Point Credit Company Inc.,NYQ,,0
ZAV.MU,ZADAR VENTURES,MUN,,0
ZODJRDMKJ.BO,ZODIAC-JRD-MKJ LTD.,BSE,,0
ZENITHEXPO.BO,ZENITH EXPORTS LTD.,BSE,,0
JLWT,Janel Corporation,PNK,,0
SRFT.TA,Zvi Sarfati & Sons Investments & Constructions Ltd.,TLV,,0
POE.V,Pan Orient Energy Corp.,VAN,Independent Oil & Gas,121
Q9I.F,ATLANTIC GOLD,FRA,Gold,134
WOPOLIN.BO,WOPOLIN PLASTICS LTD.,BSE,,0
75A453.KS,NOMURAA453KOSPI200- P,KSC,,0
GLMD,Galmed Pharmaceuticals Ltd.,NCM,Biotechnology,515
NWH-UN.TO,NorthWest Healthcare Properties Real Estate Investment Trust,TOR,REIT - Healthcare Facilities,442
VVDL,"Vivid Learning Systems, Inc.",PNK,,0
CAC1.MU,CASIO COMPUTER,MUN,Electronic Equipment,314
KY4.DU,KYOWA HAK KIRIN,DUS,Drug Manufacturers - Major,510
BNG.TO,Bengal Energy Ltd,TOR,Independent Oil & Gas,121
DIP.MU,KDDI,MUN,Wireless Communications,840
MVN.V,Madalena Energy Inc.,VAN,Independent Oil & Gas,121
BCE-PZ.TO,BCE INC SERIES Z,TOR,,0
DSM.AS,DSM,AMS,,0
DMTRF,"3-D Matrix, Ltd.",PNK,,0
EPAX,Ambassadors Group Inc.,NMS,,0
EPAY,"Bottomline Technologies (de), Inc.",NMS,Business Software & Services,826
IPF.L,International Personal Finance Plc,LSE,Credit Services,424
WMLLF,Wealth Minerals Ltd.,PNK,,0
EDUC,Educational Development Corporation,NGM,Publishing - Books,729
EPAM,"EPAM Systems, Inc.",NYQ,Information Technology Services,824
RAJOIL.BO,Raj Oil Mills Limited,BSE,Food - Major Diversified,340
LOJN,LoJack Corporation,NMS,,0
WESJRA-A,,ASX,,0
BUKK.JK,BUKAKA TEKNIK UTAM IDR338,JKT,,0
ZMANSOON.BO,MANSOON TRADING CO.LTD.,BSE,,0
SGU.V,Signature Resources Ltd.,VAN,Industrial Metals & Minerals,133
QGRI.QA,Qatar General Insurance & Reinsurance Company SAQ,DOH,,0
XYM-UN.TO,STAR YIELD MANAGERS TRUST,TOR,,0
TOY.MU,TOYO CORP,MUN,,0
UNSI,"Unified Signal, Inc.",PNK,,0
SPA.V,Spanish Mountain Gold Ltd,VAN,Gold,134
ET82.BE,AETERNA ZENTARIS,BER,,0
ENHD,Energroup Holdings Corp.,PNK,,0
FDX.F,FEDEX,FRA,Air Delivery & Freight Services,773
RSA.L,RSA Insurance Group plc,LSE,Property & Casualty Insurance,432
SIE.DE,Siemens Aktiengesellschaft,GER,Diversified Machinery,622
QBT.MC,QUABIT IMMO,MCE,,0
PP1.SG,PAPA JOHNS INTL,STU,Restaurants,712
CRXM,"Taxus Cardium Pharmaceuticals Group, Inc.",PNK,Biotechnology,515
2221.TWO,TACHIA YUNG HO MAC TWD10,TWO,,0
JKS.SW,JINKOSOLAR SP ADR,EBS,,0
CLH.V,Coral Gold Resources Ltd.,VAN,Gold,134
SFTBY,SoftBank Group Corp.,PNK,,0
KLR.L,Keller Group plc,LSE,General Contractors,636
VNRAP,"Vanguard Natural Resources, LLC",NMS,,0
HSX.L,"Hiscox, Ltd.",LSE,Property & Casualty Insurance,432
OSR.EX,OSRAM LICHT N,EUX,,0
EVKIF,Evonik Industries AG,PNK,,0
SLO.F,STELLA CHEMIFA,FRA,Specialty Chemicals,113
ORI.AX,Orica Limited,ASX,Specialty Chemicals,113
UKW.L,Greencoat UK Wind,LSE,,0
ZPLKRR-A,,ASX,,0
PHM7.BE,ALTRIA GROUP,BER,"Tobacco Products, Other",351
WIN.F,WINCOR NIXDORF,FRA,Business Software & Services,826
WIN.L,Wincanton plc,LSE,Air Delivery & Freight Services,773
BBT-PE,BB&T; Corporation Depositary Sha,NYQ,,0
BBT-PD,BB&T; Corporation Depositary Sha,NYQ,,0
VFL,Delaware Investments National Municipal Income Fund,ASE,,0
WEFP,Wells Financial Corp.,PNK,Savings & Loans,419
UURAF,Ucore Rare Metals Inc.,PNK,,0
ABIO.PA,Albioma,PAR,Electric Utilities,911
8103.HK,Tai Shing International (Holdings) Limited,HKG,Information Technology Services,824
YP1B.SG,PRIMA BIOMED SP ADR,STU,,0
ECILC.IS,"EIS Eczacibasi Ilac, Sinai ve Finansal Yatirimlar Sanayi ve Ticaret A.S.",IST,,0
722789.TWO,YUANTA SECURITIES C/W 19/09/16(,TWO,,0
IDVP.ME,"Invest Development, Ooo",MCX,,0
LUN.CO,H. Lundbeck A/S,CPH,,0
ROCEF,Lithium X Energy Corp.,PNK,,0
LQZ1.F,THAI OIL NVDR,FRA,Oil & Gas Refining & Marketing,122
UNAM,Unico American Corp.,NGM,Property & Casualty Insurance,432
LFA.MU,ALPHA NATURAL RES,MUN,Industrial Metals & Minerals,133
TRU.V,Trius Investments Inc.,VAN,Waste Management,637
BCSN.MX,Barclays PLC,MEX,Money Center Banks,410
CHOPF,China Gerui Advanced Materials Group Ltd.,PNK,,0
9083.KL,Kumpulan Jetson Bhd,KLS,,0
RDO.HM,SIRIUS XM HLDGS,HAM,,0
WCP.TO,Whitecap Resources Inc.,TOR,,0
VVV3.F,OEKOWORLD  N  VZ,FRA,Insurance Brokers,434
KRZ.IR,KERRY GRP-A-,ISE,,0
EUZ.MU,ECKERT & ZIEGLER,MUN,Medical Appliances & Equipment,521
UCPLF,United Corporations Limited,PNK,,0
VWS.HA,VESTAS WIND SYSTEMS,HAN,Diversified Machinery,622
VWS.HM,VESTAS WIND SYSTEMS,HAM,,0
QUNID,"OncBioMune Pharmaceuticals, Inc.",PNK,,0
PLNR,Planar Systems Inc.,NGM,,0
PLNT,"Planet Fitness, Inc.",NYQ,Sporting Activities,715
722053.TWO,YUANTA SECURITIES C/W 13/07/16(,TWO,,0
550013.KS,QV Chemical TOP5 ETN,KSC,,0
1171.KL,Malaysia Building Society Bhd,KLS,,0
WTCG,"W Technologies, Inc.",PNK,,0
PRZ.SG,PROTO LABS,STU,,0
MHSDF,Megacable Holdings SAB de CV,PNK,,0
SSEZY,SSE plc,PNK,,0
FDML,Federal-Mogul Holdings Corporation,NMS,Auto Parts,333
MIR.V,MedMira Inc.,VAN,Biotechnology,515
RALY,Rally Software Development Corp.,NYQ,,0
723174.TWO,YUANTA SECURITIES C/W 10/09/16(,TWO,,0
9423.KL,Chee Wah Corp. Bhd,KLS,,0
722223.TWO,YUANTA SECURITIES C/W 28/06/16(,TWO,,0
722943.TWO,YUANTA SECURITIES C/W 25/08/16(,TWO,,0
722761.TWO,WATERLAND SECURITI C/W 16/08/16,TWO,,0
08T.SG,TOURMALINE OIL,STU,,0
SRL.V,Salazar Resources Limited,VAN,Industrial Metals & Minerals,133
ISR,"IsoRay, Inc.",ASE,Medical Instruments & Supplies,520
PCOM,Points International Ltd.,NCM,,0
TFSCU,1347 Capital Corp.,NCM,,0
TFSCW,1347 Capital Corp.,NCM,,0
XUE,Xueda Education Group,NYQ,,0
VIV.PA,Vivendi SA,PAR,Wireless Communications,840
QHH.SG,DAI-ICHI LIFE,STU,Life Insurance,430
ISM,BNPP Easy Mkt IBoxx € Liquid Soverg ETF,NGM,,0
ISL,Aberdeen Israel Fund Inc.,ASE,,0
ISG,ING Groep N.V.,NYQ,,0
TRUDP.ME,TRUD PREF,MCX,,0
TFSCF,TFS Corporation Ltd.,PNK,,0
PACQF,Prime Acquisition Corp.,PNK,,0
YI2A.SG,JA SOLAR HLD SP ADR,STU,Diversified Utilities,913
NUUU,"Rejuvel Bio-Sciences, Inc.",OBB,Personal Products,323
COARO.BO,Coastal Roadways Limited,BSE,Trucking,774
AT4.F,APPLIED IND TECH,FRA,Industrial Equipment Wholesale,752
NROM,Noble Roman's Inc.,PNK,Restaurants,712
718378.TWO,YUANTA SECURITIES C/W 14/10/15(,TWO,,0
IRMD,IRadimed Corporation,NCM,Medical Appliances & Equipment,521
0QP.F,QINGDAO PT -H-,FRA,,0
MCP.L,Martin Currie Asia Unconstrained Ord,LSE,,0
UMAM,Umami Sustainable Seafood Inc.,PNK,Farm Products,341
TWM.V,Tidewater Midstream and Infrastructure Ltd.,VAN,,0
KICL.BO,KALYANI INVESTMENT COMPANY LTD,BSE,,0
0FJQ.L,Astir Palace Vouliagmeni S.A.,LSE,,0
SBIN.NS,State Bank of India,NSI,Money Center Banks,410
VISTR.BO,VISHVPRABHA TRADING LTD.,BSE,,0
FOO.DE,"salesforce.com, inc.",GER,Technical & System Software,822
EAST,"Eastern Security & Protection Services, Inc.",PNK,,0
SNMX,Senomyx Inc.,NGM,Specialty Chemicals,113
GSK.L,GlaxoSmithKline plc,LSE,Drug Manufacturers - Major,510
UUU,Universal Security Instruments Inc.,ASE,Security & Protection Services,765
N8C.BE,CORONATION FD MANAG,BER,,0
BHI.SW,BAKER HUGHES INC,EBS,,0
721755.TWO,YUANTA SECURITIES C/W 23/05/16(,TWO,,0
NENE,"SolarWindow Technologies, Inc.",PNK,,0
ATS.L,Artemis Alpha Trust Ord,LSE,,0
TV6.SG,TIVO,STU,CATV Systems,725
PPSI,"Pioneer Power Solutions, Inc.",NCM,,0
NW.V,New World Resource Corp.,VAN,Industrial Metals & Minerals,133
SAEX,"SAExploration Holdings, Inc.",NGM,Oil & Gas Equipment & Services,124
WIN.HM,WINCOR NIXDORF,HAM,,0
VPC.AX,Velpic Limited,ASX,Technical & System Software,822
MVI.L,Marwyn Value Investors Limited,LSE,,0
ZHUZF,"Zhuzhou CRRC Times Electric Co., Ltd.",PNK,,0
WIN.HA,WINCOR NIXDORF,HAN,Business Software & Services,826
ZHUZY,"Zhuzhou CRRC Times Electric Co., Ltd.",PNK,,0
036710.KQ,"Simmtech Holdings Co., Ltd.",KOE,,0
YSN.HM,SECUNET SEC NETW,HAM,,0
VSN.L,Verseon Corporation,LSE,,0
MDA.TO,Macdonald Dettwiler & Associates Ltd.,TOR,Information Technology Services,824
GPLH,"Game Plan Holdings, Inc.",PNK,Internet Information Providers,851
SWNC,Southwestern Energy Company,NYQ,,0
XCRP,"Xcorporeal, Inc.",PNK,,0
5FI.SI,$ Oriental,SES,,0
SWNG,"Swan Group of Companies, Inc.",PNK,,0
SXP.TO,Supremex Inc.,TOR,Paper & Paper Products,324
XCRA,Xcerra Corporation,NMS,Semiconductor Equipment & Materials,834
SXE.AX,Southern Cross Electrical Engineering Limited,ASX,General Contractors,636
PFWI,"Petrone Worldwide, Inc.",PNK,,0
GIGM,GigaMedia Ltd.,NCM,Multimedia & Graphics Software,820
GIGL,"Giggles N' Hugs, Inc.",PNK,Restaurants,712
GIGA,Giga-tronics Inc.,NCM,Scientific & Technical Instruments,837
C9F.SG,CHIPOTLE MEXICAN,STU,Restaurants,712
BARZ,5Barz International Inc.,PNK,Waste Management,637
BEIA-B.ST,Beijer Alma AB (publ),STO,Diversified Machinery,622
BARA,Banyan Rail Services Inc.,PNK,Waste Management,637
OYM.F,ODYSSEY MARINE,FRA,Business Services,760
QRF.BR,Qrf Comm. VA,BRU,,0
BARK,Bank of Akron,PNK,,0
BFFI,Ben Franklin Financial Inc.,OBB,Regional - Midwest Banks,414
EB9.MU,AFRICAN RAINB MINL,MUN,Industrial Metals & Minerals,133
XBLA.F,BKK LIFE ASSUR NVDR,FRA,,0
HRTSF,Cia. Hering,PNK,,0
HRX.TO,Heroux-Devtek Inc.,TOR,Aerospace/Defense - Major Diversified,610
TGX.V,True North Gems Inc.,VAN,Industrial Metals & Minerals,133
BNY,BlackRock New York Municipal Income Trust,NYQ,,0
NYNYR,Empire Resorts Inc.,NGM,,0
STRRF,Satori Resources Inc.,PNK,,0
BNS,The Bank of Nova Scotia,NYQ,Money Center Banks,410
HO.PA,Thales SA,PAR,Aerospace/Defense - Major Diversified,610
BNK,"C1 Financial, Inc.",NYQ,Regional - Southeast Banks,413
BNJ,BlackRock New Jersey Municipal Income Trust,NYQ,,0
VEND-B.ST,hubbr AB (publ),STO,Staffing & Outsourcing Services,764
LAKSHVILAS.BO,The Lakshmi Vilas Bank Limited,BSE,Money Center Banks,410
MIICF,Millicom International Cellular SA,PNK,,0
VERTICLIND.BO,VERTICAL INDUSTRIES LTD,BSE,,0
KSK6.BO,KSK ENERGY VENTURES LTD,BSE,,0
VRCI,"Verde Science, Inc.",PNK,,0
8033-OL.HK,VODATEL NETWORK,HKG,,0
PPZ.BE,POMM PROV ZUCK SIED,BER,,0
0532.HK,Wong's Kong King International (Holdings) Limited,HKG,Industrial Equipment Wholesale,752
ARENE,America Resources Exploration Inc.,OBB,,0
