Date,Open,High,Low,Close,Volume
05-Sep-14,1260.9,1273.6,1257.5,1266.3,5095
04-Sep-14,1269,1278,1260.6,1265.6,5462
03-Sep-14,1266.1,1271.3,1261.2,1269.4,5138
02-Sep-14,1287.6,1290,1262.5,1264.3,11749
29-Aug-14,1289.8,1291.5,1283.4,1286.5,2253
28-Aug-14,1282.9,1296.4,1282.3,1289.5,4907
27-Aug-14,1280.9,1287.3,1280.3,1282.5,6284
26-Aug-14,1275.1,1290.6,1274.8,1284.3,4315
25-Aug-14,1279.3,1280.8,1274.1,1278,1933
22-Aug-14,1277.4,1282.9,1274,1279.3,2677
21-Aug-14,1291.1,1291.2,1272.6,1274.5,6026
20-Aug-14,1295.3,1298,1287.7,1294.3,4278
19-Aug-14,1298.7,1302.8,1294.1,1295.9,4346
18-Aug-14,1304.7,1304.7,1295.8,1298.5,2886
15-Aug-14,1312.8,1315.6,1292.4,1305.4,6680
14-Aug-14,1312.8,1320.8,1309.4,1314.9,4273
13-Aug-14,1308.6,1315.4,1305.3,1313.7,2375
12-Aug-14,1308.3,1318.3,1306.1,1309.8,9714
11-Aug-14,1310,1311.9,1305.6,1309.7,2966
08-Aug-14,1313.7,1323.1,1305,1310.1,12756
07-Aug-14,1306.3,1315.5,1302.3,1311.6,7601
06-Aug-14,1288.1,1310.2,1287.9,1307.4,9612
05-Aug-14,1288.5,1294.3,1282.6,1284.6,5802
04-Aug-14,1294.9,1295.5,1286.4,1288.3,3583
01-Aug-14,1283.6,1297.3,1280.5,1294.1,4907
31-Jul-14,1295.82,1297.7,1280.6,1281.78,6791.8
30-Jul-14,1299.5,1303.6,1291.72,1295.5,18084.6
29-Jul-14,1304.02,1312.5,1296.06,1298.74,115461.2
28-Jul-14,1308.22,1309.56,1301.44,1303.56,111166
25-Jul-14,1294.2,1308.9,1291,1303.3,131242
24-Jul-14,1304.3,1305.6,1287.5,1290.8,178767
23-Jul-14,1308,1311.8,1303.5,1304.7,86756
22-Jul-14,1312.4,1316.8,1302.2,1306.3,127494
21-Jul-14,1311.3,1319,1307.9,1313.9,85369
18-Jul-14,1319.1,1325.5,1305,1309.4,121624
17-Jul-14,1300.3,1325.9,1298.1,1316.9,176744
16-Jul-14,1295.2,1304.2,1293.5,1299.8,119719
15-Jul-14,1309.1,1314.4,1292.6,1297.1,175878
14-Jul-14,1339.5,1340.9,1302.2,1306.7,208856
11-Jul-14,1336.5,1340.4,1334.6,1337.4,97170
10-Jul-14,1325,1346.8,1325,1339.2,179492
09-Jul-14,1320.4,1333.4,1318.7,1324.3,163179
08-Jul-14,1320.8,1325.7,1314.3,1316.5,130081
07-Jul-14,1321.4,1324.1,1312.1,1317,113065
03-Jul-14,1328.4,1329,1309.4,1320.6,149377
02-Jul-14,1327.1,1333.2,1322.1,1330.9,114091
01-Jul-14,1327.5,1334.9,1324,1326.6,121098
30-Jun-14,1316.8,1330.4,1311,1322,127612
27-Jun-14,1317.1,1323.1,1313.2,1320,104663
26-Jun-14,1318.7,1320.6,1306.8,1317,134789
25-Jun-14,1318.9,1325.6,1305.4,1322.6,136623
24-Jun-14,1318.1,1326.6,1314.5,1321.3,123877
23-Jun-14,1314.9,1319.2,1310.4,1318.4,109392
20-Jun-14,1320.3,1322.5,1307.1,1316.6,167785
19-Jun-14,1278.2,1322,1276.2,1314.1,237994
18-Jun-14,1272.1,1279.2,1266.5,1272.7,87914
17-Jun-14,1271.8,1273.5,1258,1272,112826
16-Jun-14,1276.8,1285.1,1270.5,1275.3,98247
13-Jun-14,1273.4,1278.1,1270.9,1274.1,83626
12-Jun-14,1261.1,1275.1,1260,1274,117418
11-Jun-14,1260.3,1265.5,1257.9,1261.2,77036
10-Jun-14,1252.7,1263.8,1250.1,1260.1,107080
09-Jun-14,1253,1257.3,1251.6,1253.9,53765
06-Jun-14,1253.7,1258.2,1245.7,1252.5,112940
05-Jun-14,1244.3,1257.9,1241.2,1253.3,125573
04-Jun-14,1244.9,1249.5,1242.8,1244.3,76990
03-Jun-14,1244.1,1247.9,1240.2,1244.5,90049
02-Jun-14,1250.5,1251,1241.1,1244,91403
30-May-14,1255.74,1260.4,1242.12,1245.92,110000.6
29-May-14,1258.66,1261.14,1251.2,1256.78,99358.4
28-May-14,1264,1267.38,1255.92,1259.46,155040.6
27-May-14,1293.74,1294.78,1263.24,1265.54,219736.4
23-May-14,1294.3,1295.7,1286.6,1291.7,146979
22-May-14,1292,1304.1,1290.1,1295,128235
21-May-14,1294.2,1296.3,1282.9,1288.1,126006
20-May-14,1293,1297.2,1286,1294.6,129486
19-May-14,1293,1305.7,1289.5,1293.8,108500
16-May-14,1296.4,1298.3,1287.7,1293.4,116836
15-May-14,1305.5,1307.3,1290.9,1293.6,147392
14-May-14,1293.9,1309.2,1291.6,1305.9,120327
13-May-14,1296,1299,1289.1,1294.8,120873
12-May-14,1289.8,1304.5,1277.7,1295.8,130809
09-May-14,1289.6,1294.5,1285.5,1287.6,110471
08-May-14,1289.8,1295.5,1284.8,1287.7,118107
07-May-14,1307.9,1315,1286.6,1288.9,173803
06-May-14,1309.7,1314.3,1304.4,1308.6,103408
05-May-14,1300.9,1315.8,1299.7,1309.3,115634
02-May-14,1284.7,1304.9,1272,1302.9,171945
01-May-14,1291.9,1293,1277.3,1283.4,115436
30-Apr-14,1295.6,1298.4,1284.9,1295.9,139271
29-Apr-14,1296,1302,1286.1,1296.3,103817
28-Apr-14,1303.2,1306.6,1292.1,1299,102409
25-Apr-14,1293.8,1305.2,1290.4,1300.8,107958
24-Apr-14,1283.9,1299,1268.4,1290.6,189289
23-Apr-14,1284,1289.1,1280.8,1284.6,98441
22-Apr-14,1290.3,1293.1,1275.8,1281.1,118730
21-Apr-14,1294.9,1302.5,1281.8,1288.5,101889
17-Apr-14,1302.1,1304.4,1292.8,1293.9,95708
16-Apr-14,1303.2,1307.1,1293.5,1303.5,117468
15-Apr-14,1326.5,1328.4,1284.4,1300.3,188991
14-Apr-14,1321,1331.4,1318.7,1327.5,100334
11-Apr-14,1318.1,1324.2,1314,1319,91859
10-Apr-14,1311.9,1324.9,1311,1320.5,126709
09-Apr-14,1308.5,1315.5,1301.1,1305.9,125580
08-Apr-14,1296.8,1314.7,1296.8,1309.1,119225
07-Apr-14,1304,1304.8,1295.8,1298.3,80277
04-Apr-14,1286.6,1307.5,1284.4,1303.5,145500
03-Apr-14,1290.4,1294.2,1281.9,1284.6,98672
02-Apr-14,1279.6,1294.9,1278.9,1290.8,124467
01-Apr-14,1284.6,1288.4,1277.4,1280,112918
31-Mar-14,1294.86,1299.2,1282.64,1283.72,107424.2
28-Mar-14,1292.26,1299.4,1286.02,1294.1,128984
27-Mar-14,1305.58,1307.56,1289.64,1294.74,165969.2
26-Mar-14,1312.08,1317.08,1299.32,1303.4,131691.8
25-Mar-14,1309.7,1318,1306,1311.4,158346
24-Mar-14,1335,1335.7,1308.5,1311.2,178475
21-Mar-14,1329.3,1343,1328,1336,148313
20-Mar-14,1331.7,1335.3,1320.8,1330.5,167021
19-Mar-14,1356.1,1360.2,1327.8,1341.3,194615
18-Mar-14,1367.1,1367.9,1351.1,1359,157502
17-Mar-14,1383.1,1392.6,1361.9,1372.9,154349
14-Mar-14,1370.9,1388.4,1368.2,1379,185259
13-Mar-14,1367.8,1375.7,1364.9,1372.4,175113
12-Mar-14,1348.8,1371.3,1345.6,1370.5,223878
11-Mar-14,1339.5,1353,1337.8,1346.7,150515
10-Mar-14,1340.8,1344.9,1327.5,1341.5,126040
07-Mar-14,1350.7,1353.2,1326.6,1338.2,178466
06-Mar-14,1337,1353.9,1331.3,1351.8,142468
05-Mar-14,1334.8,1342,1332.7,1340.3,97109
04-Mar-14,1350,1352.9,1331.2,1337.9,135598
03-Mar-14,1332.4,1355,1330.7,1350.3,159743
28-Feb-14,1331.3,1333.6,1319.3,1321.6,132783
27-Feb-14,1329.5,1336.4,1324,1331.8,120165
26-Feb-14,1341.3,1345.6,1322.3,1328,149696
25-Feb-14,1336.4,1343.8,1331.2,1342.7,125978
24-Feb-14,1325.5,1339.2,1318.7,1338,129769
21-Feb-14,1323,1328.8,1315.9,1323.6,110099
20-Feb-14,1311,1325.3,1307.1,1316.9,129024
19-Feb-14,1322,1323,1308.9,1320.4,112256
18-Feb-14,1318.6,1332.4,1312.3,1324.4,184496
14-Feb-14,1302.2,1321.5,1299.9,1318.6,150659
13-Feb-14,1290.8,1303,1286.2,1300.1,126045
12-Feb-14,1290.1,1296.4,1283.9,1295,111438
11-Feb-14,1274.2,1294.4,1273.5,1289.8,154734
10-Feb-14,1265.4,1277.8,1264.7,1274.7,94770
07-Feb-14,1256.9,1272,1255.5,1262.9,136028
06-Feb-14,1257.7,1267.5,1252.5,1257.2,87894
05-Feb-14,1254.2,1274.5,1251.8,1256.9,127060
04-Feb-14,1257.9,1260.7,1246.8,1251.2,93152
03-Feb-14,1242,1266.1,1240.4,1259.9,124745
31-Jan-14,1243.92,1254.74,1238.24,1239.86,94084.8
30-Jan-14,1267.12,1267.76,1237.5,1242.38,116283.6
29-Jan-14,1255.86,1270.64,1248.42,1262.2,132896
28-Jan-14,1255.46,1262.22,1248.16,1250.74,141363.4
27-Jan-14,1270.1,1279.8,1251.9,1263.4,167219
24-Jan-14,1263.7,1273.2,1256.8,1264.3,161723
23-Jan-14,1235.8,1267,1230.8,1262.3,209347
22-Jan-14,1240.5,1243.5,1235.5,1238.6,86791
21-Jan-14,1252.5,1262,1235.1,1241.8,174694
17-Jan-14,1241.7,1254.6,1237.3,1251.9,112715
16-Jan-14,1241.8,1244.9,1235.8,1240.2,111667
15-Jan-14,1244.3,1244.6,1233.5,1238.3,105108
14-Jan-14,1252.7,1254.9,1241.1,1245.4,138193
13-Jan-14,1247.7,1255.3,1243,1251.1,116647
10-Jan-14,1227.1,1248.5,1226.6,1246.9,161259
09-Jan-14,1224.9,1230.9,1222.8,1229.4,123280
08-Jan-14,1231,1231.8,1217.7,1225.5,157113
07-Jan-14,1237,1244.7,1224.2,1229.6,128637
06-Jan-14,1237,1247.7,1212.6,1238,152189
03-Jan-14,1222.3,1239.6,1221.3,1238.6,114982
02-Jan-14,1204.5,1230.8,1202.5,1225.2,136924
31-Dec-13,1197.4,1214,1181.4,1202.3,123138
30-Dec-13,1213.8,1215.8,1193.3,1203.8,79943
27-Dec-13,1210.9,1218.9,1208.5,1214,83755
26-Dec-13,1203.8,1215.4,1200.5,1212.3,54652
24-Dec-13,1197.8,1205.1,1195.5,1203.3,43489
23-Dec-13,1202.5,1205.6,1191.8,1197,84975
20-Dec-13,1188.8,1206.9,1188,1203.7,138710
19-Dec-13,1217.8,1226,1186,1193.6,206495
18-Dec-13,1230.3,1244,1215.2,1235,160628
17-Dec-13,1239.5,1247.6,1226.5,1230.1,134929
16-Dec-13,1237.3,1251.7,1227.2,1244.4,121809
13-Dec-13,1226.1,1238.2,1219.5,1234.6,113538
12-Dec-13,1252.3,1256.5,1222.6,1224.9,153610
11-Dec-13,1261,1263.2,1250.6,1257.2,120446
10-Dec-13,1239.5,1267.5,1237.4,1261.1,148583
09-Dec-13,1229.9,1242.6,1224.6,1234.2,77726
06-Dec-13,1225,1245,1210.1,1229,174951
05-Dec-13,1243.1,1243.2,1216.3,1231.9,154225
04-Dec-13,1223,1251.5,1210.8,1247.2,182235
03-Dec-13,1219.5,1225.8,1214.6,1220.8,118419
02-Dec-13,1250.6,1251.2,1217.1,1221.9,146101
29-Nov-13,1237.88,1254.5,1234.02,1250.44,92309.4
27-Nov-13,1241.3,1254.8,1235.5,1237.86,125823.8
26-Nov-13,1250.34,1257.96,1239.2,1241.44,152456.2
25-Nov-13,1241.82,1254.08,1225.84,1241.28,168229
22-Nov-13,1242.3,1248.3,1240.3,1244.1,135215
21-Nov-13,1241.8,1250,1235.8,1243.6,197767
20-Nov-13,1274.5,1275.7,1240.2,1258,224187
19-Nov-13,1275,1278.2,1268,1273.5,105146
18-Nov-13,1288.9,1289.2,1269.2,1272.3,112201
15-Nov-13,1286.8,1290.8,1279.6,1287.4,93186
14-Nov-13,1281.4,1293.8,1277.3,1286.3,159304
13-Nov-13,1265.3,1283.7,1265,1268.4,133472
12-Nov-13,1281.4,1285.4,1260.5,1271.2,146536
11-Nov-13,1288.3,1288.8,1278.1,1281.1,98952
08-Nov-13,1307.8,1313.4,1280.5,1284.6,182695
07-Nov-13,1317.5,1326,1296,1308.5,188109
06-Nov-13,1312.3,1322,1308.9,1317.8,97108
05-Nov-13,1313.9,1320.6,1305.2,1308.1,99655
04-Nov-13,1313,1322.4,1310.8,1314.7,78535
01-Nov-13,1323.1,1327.3,1305.6,1313.2,136964
31-Oct-13,1341.7,1343,1318.7,1323.7,151974
30-Oct-13,1344.6,1359.6,1334.5,1349.3,156595
29-Oct-13,1352.6,1360.4,1339.8,1345.5,127174
28-Oct-13,1352.7,1361.8,1346.1,1352.2,118915
25-Oct-13,1346.9,1356.4,1335.3,1352.5,120214
24-Oct-13,1332.5,1352.3,1330.2,1350.3,138229
23-Oct-13,1340.1,1342.2,1328.5,1334,99059
22-Oct-13,1315.5,1344.7,1309.5,1342.6,159789
21-Oct-13,1316,1323.9,1312,1315.8,74390
18-Oct-13,1318.8,1328.9,1311.2,1314.6,104101
17-Oct-13,1281.4,1324.2,1273.7,1323,216151
16-Oct-13,1281.4,1289.2,1268.6,1282.3,165641
15-Oct-13,1273.6,1287.7,1251,1273.2,204033
14-Oct-13,1275.5,1291.6,1268.4,1276.6,110183
11-Oct-13,1286.4,1294.8,1259.6,1268.2,186264
10-Oct-13,1307,1312,1281,1296.9,141168
09-Oct-13,1319.6,1323.3,1294.6,1307.2,158401
08-Oct-13,1323,1330.8,1315.4,1324.6,123183
07-Oct-13,1312.3,1329.5,1307.9,1325.1,95950
04-Oct-13,1317.4,1326,1305.1,1309.9,107569
03-Oct-13,1316.5,1322.8,1302,1317.6,129120
02-Oct-13,1287.5,1324.2,1276.9,1320.7,176119
01-Oct-13,1328.2,1337.8,1282.4,1286.1,212833
30-Sep-13,1343.96,1353.22,1322,1326.9,95380.2
27-Sep-13,1322.82,1344.64,1319.88,1338.88,81576.2
26-Sep-13,1332.98,1339.76,1319.38,1323.8,71540.8
25-Sep-13,1322.94,1337.9,1316.6,1335.96,36258
24-Sep-13,1323,1329.3,1306.2,1316,9705
23-Sep-13,1326.4,1331.8,1313.6,1327,9325
20-Sep-13,1367.5,1368,1325.2,1332.6,9512
19-Sep-13,1364.6,1375.5,1359,1369.5,5167
18-Sep-13,1307.8,1366.9,1281.8,1307.7,6731
17-Sep-13,1311.4,1323.6,1306,1309.4,7268
16-Sep-13,1331.7,1334.9,1302.9,1317.8,4624
13-Sep-13,1321.7,1330,1304.6,1308.4,6254
12-Sep-13,1366,1366,1320.2,1330.3,4946
11-Sep-13,1363.7,1368,1355.8,1363.5,4955
10-Sep-13,1386.6,1389,1357.5,1363.7,2348
09-Sep-13,1391.6,1394.5,1381.8,1386.4,2635
06-Sep-13,1366.2,1393,1359,1386.2,8431
05-Sep-13,1390.8,1399.4,1364.5,1372.6,3880
04-Sep-13,1411.5,1413.7,1384.1,1389.6,6053
03-Sep-13,1392.2,1415.8,1374.2,1411.7,5054
30-Aug-13,1406.8,1411.2,1391.5,1395.8,3974
29-Aug-13,1416.8,1417.8,1402.3,1412.6,4146
28-Aug-13,1417,1432.9,1413.2,1418.5,10345
27-Aug-13,1404.8,1423.9,1395.6,1420,8735
26-Aug-13,1398.1,1406.9,1388.9,1393,3914
23-Aug-13,1375.8,1399.4,1367.8,1395.6,5503
22-Aug-13,1366.3,1381.2,1354.5,1370.7,5306
21-Aug-13,1370.4,1377.7,1359.6,1370.1,6154
20-Aug-13,1365.2,1377.2,1351.6,1372.6,4379
19-Aug-13,1376,1382.4,1362.2,1365.7,6333
16-Aug-13,1365,1379.1,1357,1371,7041
15-Aug-13,1335.4,1369.2,1318.2,1361.1,5596
14-Aug-13,1320.7,1336.1,1315.5,1333.6,3050
13-Aug-13,1335.6,1340.9,1318,1320.6,4420
12-Aug-13,1313.8,1343.6,1313.8,1334.3,6498
09-Aug-13,1311.5,1316.4,1304.8,1312.3,2648
08-Aug-13,1286,1313.8,1282.6,1310.1,5260
07-Aug-13,1281.9,1289.1,1272.1,1285.5,5371
06-Aug-13,1302.9,1305.9,1278.4,1282.6,11514
05-Aug-13,1311.6,1320.2,1296.6,1302.2,3248
02-Aug-13,1308.3,1317.4,1282.5,1310.3,9017
01-Aug-13,1324,1330.1,1306.6,1310.8,8959
31-Jul-13,1326.3,1339.2,1304.82,1312.56,9738.4
30-Jul-13,1327.32,1329.6,1316.44,1324.24,22325.4
29-Jul-13,1333.72,1338.1,1322.68,1328.64,83731.4
26-Jul-13,1333.56,1340.5,1312,1321.52,137851.6
25-Jul-13,1321.2,1337.5,1308.4,1328.8,176485
24-Jul-13,1347.5,1348.7,1312.7,1319.5,182162
23-Jul-13,1334.3,1348.7,1325.6,1334.7,159441
22-Jul-13,1296.2,1339.1,1295.4,1336,191735
19-Jul-13,1282.4,1297.1,1281.4,1292.9,134153
18-Jul-13,1274.4,1287.9,1273.3,1284.2,123913
17-Jul-13,1291.2,1299.7,1269.3,1277.5,223427
16-Jul-13,1281.6,1294.7,1275.6,1290.4,127630
15-Jul-13,1283.9,1293.6,1272.5,1283.5,116682
12-Jul-13,1284.9,1287.4,1266.4,1277.6,136396
11-Jul-13,1265.7,1297.2,1262.1,1279.9,207150
10-Jul-13,1249.1,1265.6,1242.2,1247.4,190149
09-Jul-13,1235.2,1258.7,1232,1245.9,166683
08-Jul-13,1221.1,1237.4,1214.4,1234.9,140566
05-Jul-13,1252.7,1257.1,1206.9,1212.7,227043
03-Jul-13,1241.9,1259.3,1236,1251.9,152851
02-Jul-13,1252.7,1267,1238.8,1243.4,169736
01-Jul-13,1232.9,1261.7,1224.1,1255.7,204048
28-Jun-13,1199.5,1234.8,1179.4,1223.7,309347
27-Jun-13,1225.5,1244.2,1196.1,1211.6,261390
26-Jun-13,1277,1277.5,1221,1229.8,318396
25-Jun-13,1281.7,1289,1270.7,1275.1,161803
24-Jun-13,1296.3,1300.7,1275.1,1277.1,160333
21-Jun-13,1277.6,1301.7,1268.7,1292,190154
20-Jun-13,1351.2,1351.2,1275.4,1286.2,368874
19-Jun-13,1367.3,1376,1348.3,1374,136468
18-Jun-13,1384.3,1385.4,1360.2,1366.9,128779
17-Jun-13,1390.1,1391.4,1379.8,1383.1,78353
14-Jun-13,1384.8,1391.8,1377.8,1387.6,100911
13-Jun-13,1387.4,1394.4,1373,1377.8,127783
12-Jun-13,1377.7,1394,1372.2,1392,112198
11-Jun-13,1385.9,1387.2,1364.5,1377,146056
10-Jun-13,1383,1388.5,1375.1,1386,109059
07-Jun-13,1412.7,1417.7,1377.1,1383,199054
06-Jun-13,1401.8,1423.3,1391.2,1415.8,177144
05-Jun-13,1398.8,1410.3,1395.1,1398.5,139655
04-Jun-13,1411.2,1414.8,1388.1,1397.2,117534
03-Jun-13,1388.8,1416.5,1388.3,1411.9,141771
31-May-13,1412.8,1421.5,1384.2,1392.92,135482.6
30-May-13,1392.58,1417.62,1388.36,1411.8,139750.6
29-May-13,1380.3,1395.1,1379.34,1391.5,153645.4
28-May-13,1386.54,1401.18,1372.24,1379.06,261389
24-May-13,1389.9,1397.1,1381.1,1386.6,136510
23-May-13,1367.9,1397.1,1355,1391.8,220700
22-May-13,1374.5,1413.3,1353.1,1367.4,328643
21-May-13,1392.4,1399.9,1358,1377.6,225016
20-May-13,1361.3,1397.9,1336.3,1384.1,258371
17-May-13,1385.2,1391.3,1353.6,1364.7,229036
16-May-13,1392.5,1397,1368,1386.9,222528
15-May-13,1424.5,1429.4,1386.4,1396.2,229796
14-May-13,1429.5,1444.9,1419.7,1424.5,173066
13-May-13,1447.7,1448.3,1424.7,1434.3,151009
10-May-13,1457.5,1461.2,1418.5,1436.6,231401
09-May-13,1473,1476,1452.1,1468.6,162465
08-May-13,1451.6,1475.8,1446.7,1473.7,158956
07-May-13,1469.1,1470,1440.4,1448.8,192504
06-May-13,1470,1478.4,1463.8,1468,80796
03-May-13,1466.2,1487.2,1455.4,1464.2,175030
02-May-13,1457,1473.3,1448.1,1467.6,152834
01-May-13,1475.6,1477.4,1439.7,1446.2,170191
30-Apr-13,1476.6,1479.5,1460.5,1472.1,154104
29-Apr-13,1466.2,1478.3,1461.6,1467.4,122508
26-Apr-13,1467.3,1484.8,1447.3,1453.6,239659
25-Apr-13,1430.3,1468.6,1426.3,1462,197319
24-Apr-13,1412.5,1433.6,1411.5,1423.7,142300
23-Apr-13,1425.4,1432.8,1404,1408.8,215906
22-Apr-13,1408.3,1438.8,1403.5,1421.2,186680
19-Apr-13,1393,1424.7,1385.4,1395.6,199699
18-Apr-13,1376.1,1402,1335.6,1392.5,246906
17-Apr-13,1371.4,1395.2,1365,1382.7,255303
16-Apr-13,1355,1404.2,1321.5,1387.4,424780
15-Apr-13,1481,1495,1335.1,1361.1,700344
12-Apr-13,1560.3,1564.2,1476,1501.4,374344
11-Apr-13,1559,1568.1,1553,1564.9,137757
10-Apr-13,1585,1588.5,1555.3,1558.8,176373
09-Apr-13,1572.4,1590.1,1570,1586.7,126551
08-Apr-13,1580.8,1582.9,1566.6,1572.5,111703
05-Apr-13,1554,1581.8,1549,1575.9,190804
04-Apr-13,1557.7,1559.3,1539.4,1552.4,188525
03-Apr-13,1576.4,1577.3,1549.7,1553.5,209509
02-Apr-13,1600.1,1604.3,1574,1575.9,165691
01-Apr-13,1598.1,1601.6,1595.2,1600.9,62176
28-Mar-13,1605.42,1607.96,1594.16,1595.52,99764.2
27-Mar-13,1600,1608.64,1591.26,1606.8,128113.4
26-Mar-13,1605.3,1605.76,1594.12,1596.34,155713.6
25-Mar-13,1609.32,1613.14,1588.8,1604.9,207000.8
22-Mar-13,1614,1615.3,1602.6,1606.1,138726
21-Mar-13,1605.7,1616.5,1603.6,1613.8,130590
20-Mar-13,1611.9,1613.9,1599.6,1607.5,127570
19-Mar-13,1603.7,1615,1599,1611.3,165885
18-Mar-13,1597,1610.4,1589.6,1604.6,176071
15-Mar-13,1589.4,1597.9,1587.3,1592.6,98990
14-Mar-13,1586.7,1592.2,1575.2,1590.7,144163
13-Mar-13,1592,1598.8,1584.4,1588.4,141795
12-Mar-13,1580.4,1597.6,1578.8,1591.7,150411
11-Mar-13,1578.3,1582.5,1574.5,1578,101213
08-Mar-13,1577.4,1583.1,1560.4,1576.9,213955
07-Mar-13,1583.8,1584.9,1574,1575.1,141571
06-Mar-13,1574.9,1584.3,1566.4,1574.9,169868
05-Mar-13,1574.2,1585.8,1571.1,1574.9,146718
04-Mar-13,1578,1584.3,1568.7,1572.4,122907
01-Mar-13,1578.5,1586.9,1564,1572.3,193691
28-Feb-13,1596.3,1602.5,1574.3,1578.1,190164
